dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,annual.inc,credit.policy,purpose,not.fully.paid
0.08843308675184937,0.40476190476190477,0.2525676269705901,0.0061688077923948035,0.9014084507042254,0.0,0.0,0.0,0.015173210214741462,0,all_other,0
0.03463349024882314,0.2857142857142857,0.19936095683854826,0.009275068656593605,0.4131455399061033,0.14814814814814814,0.0,0.0,0.04993901247145842,0,all_other,1
0.5043712172158709,0.21428571428571427,0.0,0.0,0.4488262910798122,0.037037037037037035,0.0,0.0,0.00034372968292022165,0,all_other,0
0.3362474781439139,0.3333333333333333,0.2182602180528182,0.0,0.20375586854460093,0.14814814814814814,0.0,0.0,0.08676719269381272,0,all_other,0
0.18796234028244788,0.5476190476190477,0.4089709448513604,0.0116921921767483,0.6469483568075118,0.2222222222222222,0.0,0.0,0.05002985508743487,0,all_other,0
0.011768661735036988,0.5476190476190477,0.03442194987764689,0.003455972352221182,0.07230046948356808,0.037037037037037035,0.0,0.0,0.047481836035690804,0,all_other,0
0.5827168796234028,0.3333333333333333,0.020679418903169464,0.006348806352406324,0.27887323943661974,0.037037037037037035,0.0,0.0,0.0019150653740043096,0,all_other,1
0.2962340282447882,0.7380952380952381,0.3557070042307905,0.0,0.06854460093896714,0.14814814814814814,0.0,0.0,0.03275252827244351,0,all_other,0
0.6321452589105583,0.16666666666666666,0.13424441138210907,0.02976919041790523,0.571830985915493,0.037037037037037035,0.0,0.0,0.020476468250322583,0,all_other,0
0.0,0.09523809523809523,0.020679418903169464,0.0,0.0,0.07407407407407407,0.0,0.0,0.011146662596301878,0,all_other,1
0.3308675184936113,0.5238095238095238,0.11689145335809757,0.013481892144862841,0.2967136150234742,0.14814814814814814,0.0,0.0,0.00574519611996243,0,all_other,1
0.03429724277067922,0.16666666666666666,0.020619762142377023,0.003414829824218549,0.38967136150234744,0.1111111111111111,0.0,0.0,0.027842104238361812,0,all_other,0
0.1930060524546066,0.19047619047619047,0.09455596283214218,0.021036688849346348,0.8169014084507042,0.0,0.0,0.0,0.027842104238361812,0,all_other,1
0.4041694687289845,0.2857142857142857,0.324783326715067,0.0009977063040638532,0.2272300469483568,0.3333333333333333,0.0,0.0,0.02293168013150258,0,all_other,0
0.7125084061869537,0.2857142857142857,0.17530496536730464,0.004661962704298366,0.3211267605633803,0.2222222222222222,0.0,0.0,0.012147406949636627,0,all_other,0
0.8618022864828514,0.2857142857142857,0.40037798528270124,0.02382923793752507,0.15023474178403756,0.0,0.5,0.0,0.013601874522295377,0,all_other,0
0.582044384667115,0.11904761904761904,0.18899261212551832,0.0,0.6525821596244131,0.037037037037037035,0.0,0.0,0.0019543487656096025,0,all_other,1
0.7602555480833894,0.11904761904761904,0.0653503999722614,0.008729930160558716,0.9107981220657277,0.0,0.0,0.0,0.01193233038038519,0,all_other,0
0.31909885675857436,0.16666666666666666,0.1494783613305812,0.041335383602645465,0.7549295774647888,0.037037037037037035,0.16666666666666666,0.0,0.03569878275563368,0,all_other,1
0.5134498991257566,0.38095238095238093,1.0,0.41432839965851703,0.5352112676056338,0.2222222222222222,0.0,0.0,0.11622973661297502,0,all_other,0
0.03362474781439139,0.8809523809523809,0.19420899916046558,0.0,0.0,0.037037037037037035,0.0,0.0,0.041836812727620826,0,all_other,0
0.8648285137861466,0.30952380952380953,0.20451291451663092,0.528030918609794,0.847887323943662,0.14814814814814814,0.0,0.0,0.07694634428318048,0,all_other,0
0.5262273032952254,0.16666666666666666,0.21997833270866093,0.0023168386081482777,0.40281690140845067,0.037037037037037035,0.0,0.2,0.02194959543556497,0,all_other,0
0.9852051109616679,0.2857142857142857,0.44333323796821483,0.007037943696450428,0.09014084507042253,0.2222222222222222,0.0,0.0,0.027842104238361812,0,all_other,1
0.49764626765299264,0.16666666666666666,0.22731134152970206,0.1357060572086852,0.6544600938967137,0.037037037037037035,0.0,0.0,0.04846588510336656,0,all_other,1
0.50773369199731,0.19047619047619047,0.25949496979304354,0.013350750336854449,0.7389671361502348,0.0,0.16666666666666666,0.0,0.02194959543556497,0,all_other,1
0.1516476126429052,0.5238095238095238,0.19420899916046558,0.007986793248511155,0.2431924882629108,0.18518518518518517,0.0,0.0,0.014583959374617327,0,all_other,0
0.3433086751849362,0.14285714285714285,0.19936095683854826,0.0038185408802443865,0.6967136150234742,0.18518518518518517,0.0,0.2,0.012374268618946922,0,all_other,0
0.7948890383322126,0.4523809523809524,0.17530735165675013,0.15170278637770898,0.5230046948356808,0.1111111111111111,0.0,0.0,0.020965546565670765,0,all_other,1
0.0386684599865501,0.5476190476190477,0.060196056004733225,0.002499408576159962,0.10610328638497653,0.18518518518518517,0.0,0.0,0.010164577759130287,0,all_other,0
0.2962340282447882,0.35714285714285715,0.21310587408529003,0.00013885603200888678,0.033802816901408454,0.18518518518518517,0.5,0.0,0.030297316326689347,0,all_other,0
0.2505043712172159,0.40476190476190477,0.39178741200348766,0.04281908601874042,0.11455399061032863,0.14814814814814814,0.16666666666666666,0.0,0.04011816454795855,0,all_other,0
0.5749831876260929,0.07142857142857142,0.058420670860362414,0.019509272497248594,0.9136150234741783,0.0,0.0,0.0,0.004272068911720966,0,all_other,1
0.25554808338937457,0.47619047619047616,0.25090439651382995,0.0826579101652901,0.780281690140845,0.2962962962962963,0.0,0.0,0.04748380016601181,0,all_other,1
0.33422999327505043,0.11904761904761904,0.3728905370786632,0.01483702416094957,0.6525821596244131,0.037037037037037035,0.3333333333333333,0.0,0.027842104238361812,0,all_other,0
0.3473436449226631,0.30952380952380953,0.1564080904424802,0.017089577569093732,0.9455399061032864,0.037037037037037035,0.0,0.0,0.007218323331876564,0,all_other,1
0.24008069939475454,0.5476190476190477,0.20794914382831636,0.015243306624975571,0.26854460093896715,0.18518518518518517,0.0,0.0,0.027842104238361812,0,all_other,1
0.0,0.21428571428571427,0.020622148414641373,0.0,0.0,0.18518518518518517,0.0,0.0,0.0030935671400434818,0,all_other,0
0.020174848688634835,0.5714285714285714,0.024628696339343375,0.0025019799841601268,0.0779342723004695,0.0,0.0,0.0,0.02293168013150258,0,all_other,0
0.4327505043712172,0.11904761904761904,0.1754218926338063,0.012281044608785987,0.2619718309859155,0.48148148148148145,0.0,0.0,0.025386892142987737,0,all_other,0
0.30564895763281774,0.4523809523809524,0.24918389556854167,0.008321076288532549,0.27417840375586855,0.2222222222222222,0.0,0.0,0.04110024926675747,0,all_other,0
0.24915938130464024,0.7142857142857143,0.6634809958701957,0.5127130411528137,0.21784037558685446,0.037037037037037035,0.0,0.0,0.03766295219833562,0,all_other,0
0.6012104909213181,0.19047619047619047,0.018956531702798037,0.005731668432366827,0.32676056338028164,0.07407407407407407,0.0,0.0,0.01311083216217845,0,all_other,0
0.2952252858103564,0.30952380952380953,0.11345522404641213,0.003414829824218549,0.7793427230046949,0.14814814814814814,0.16666666666666666,0.0,0.010052620124271496,0,all_other,0
0.6590450571620714,0.5714285714285714,0.690744134870824,0.10518087283873158,0.32300469483568073,0.4444444444444444,0.0,0.0,0.046010673319621415,0,all_other,0
0.0070611970410221925,0.5,0.2405957085787736,0.0004731390720302809,0.010328638497652583,0.18518518518518517,0.0,0.0,0.03226148578321647,0,all_other,1
0.0,0.30952380952380953,0.003436229311685445,0.0,0.0,0.1111111111111111,0.0,0.0,0.0008347720855044039,0,all_other,1
0.1882985877605918,0.30952380952380953,0.05847316876999951,0.01211904590477562,0.5746478873239437,0.2222222222222222,0.0,0.0,0.01900334106893414,0,all_other,1
0.3631472763954271,0.19047619047619047,0.1229024683641016,0.014682739680939695,0.4582159624413145,0.0,0.16666666666666666,0.0,0.01311083216217845,0,all_other,0
0.04505716207128447,0.42857142857142855,0.04140894947807396,0.0030471184801950154,0.18215962441314554,0.037037037037037035,0.0,0.0,0.012472477022611877,0,all_other,0
0.44115669132481505,0.30952380952380953,0.03614245080575396,0.007081657632453226,0.32300469483568073,0.07407407407407407,0.0,0.0,0.019492419307706666,0,all_other,0
0.16139878950907868,0.21428571428571427,0.03270622149406852,0.000586281024037522,0.1784037558685446,0.1111111111111111,0.0,0.0,0.0008347720855044039,0,all_other,0
0.05615332885003362,0.2619047619047619,0.06362751273752768,0.0001902841920121782,0.3474178403755869,0.14814814814814814,0.0,0.0,0.00545057068162257,0,all_other,0
0.3426361802286483,0.19047619047619047,0.17358923700090742,0.025125227569608014,0.8112676056338028,0.14814814814814814,0.0,0.0,0.020476468250322583,0,all_other,0
0.34835238735709484,0.8095238095238095,0.2904234198876581,0.0,0.012206572769953052,0.18518518518518517,0.0,0.0,0.03109476908940056,0,all_other,0
0.02387357094821789,0.47619047619047616,0.024110875670326208,0.0009565637760612201,0.06948356807511738,0.0,0.0,0.0,0.015073037622047316,0,all_other,0
0.359448554135844,0.14285714285714285,0.15978704926563755,0.0077862234244983185,0.09201877934272301,0.37037037037037035,0.16666666666666666,0.0,0.030297316326689347,0,all_other,0
0.010087424344317418,0.5,0.049083194940838126,0.0037851125762422473,0.057276995305164315,0.037037037037037035,0.0,0.0,0.018021256144914916,0,all_other,0
0.07431069266980497,0.5476190476190477,0.10612221522537102,0.004031967744258046,0.08544600938967135,0.14814814814814814,0.0,0.0,0.010655620107374069,0,all_other,0
0.5662407531943511,0.42857142857142855,0.4089709448513604,0.5675354597163222,0.5117370892018779,0.037037037037037035,0.16666666666666666,0.0,0.113283481967775,0,all_other,1
0.6973772696704774,0.5238095238095238,0.1667167783775365,0.24187692212748013,0.5408450704225353,0.0,0.0,0.0,0.03520774023217788,0,all_other,0
0.707464694014795,0.38095238095238093,0.18389792493596374,0.06715746274029807,0.7361502347417841,0.2222222222222222,0.0,0.0,0.01311083216217845,0,all_other,1
0.5628782784129118,0.47619047619047616,0.23887759392293087,0.03398887094617529,0.3784037558685446,0.14814814814814814,0.0,0.0,0.00820040814216798,0,all_other,0
0.3362474781439139,0.4523809523809524,0.19093980873547342,0.0,0.4516431924882629,0.14814814814814814,0.0,0.0,0.00820040814216798,0,all_other,0
0.46301277740416946,0.5238095238095238,0.2735286257718713,0.023500097713504007,0.463849765258216,0.25925925925925924,0.0,0.0,0.025202751291216834,0,all_other,0
0.2609280430396772,0.19047619047619047,0.0962740774879849,0.01055562984067556,0.7708920187793427,0.4074074074074074,0.0,0.0,0.01409291695048212,0,all_other,0
0.2094821788836584,0.30952380952380953,0.2904234198876581,0.04155652469065962,0.7333333333333333,0.14814814814814814,0.0,0.0,0.08087468397485792,0,all_other,1
0.3291862811028917,0.21428571428571427,0.015465418174848856,0.004121967024263806,0.6018779342723004,0.037037037037037035,0.0,0.0,0.04748380016601181,0,all_other,1
0.6032279757901816,0.3333333333333333,0.43474505097844673,0.09725065056622405,0.8535211267605635,0.2962962962962963,0.0,0.0,0.10149846481567824,0,all_other,0
