dti,fico,inq.last.6mths,cluster
0.8876933422999328,0.3809523809523809,0.074074074074074,0
0.4377942165433759,0.3333333333333333,0.1481481481481481,1
0.65635507733692,0.2619047619047619,0.1481481481481481,0
0.5443846671149967,0.2619047619047619,0.1481481481481481,0
0.8917283120376598,0.238095238095238,0.1481481481481481,0
0.6687962340282448,0.119047619047619,0.2222222222222222,0
0.7367182246133155,0.1428571428571428,0.1111111111111111,0
0.5410221923335575,0.3333333333333333,0.2222222222222222,0
0.4680564895763282,0.1904761904761904,0.0,0
0.5141223940820444,0.4285714285714285,0.1481481481481481,0
0.4646940147948891,0.2857142857142857,0.2592592592592592,0
0.5611970410221924,0.4047619047619047,0.2222222222222222,0
0.6597175521183591,0.4761904761904761,0.1481481481481481,0
0.2982515131136516,0.238095238095238,0.1481481481481481,1
0.8352387357094823,0.3095238095238095,0.074074074074074,0
0.7911903160726296,0.119047619047619,0.037037037037037,0
0.8069939475453934,0.2619047619047619,0.1481481481481481,0
0.2249495628782784,0.1428571428571428,0.037037037037037,1
0.4784801613987895,0.1666666666666666,0.1481481481481481,0
0.9559515803631472,0.3809523809523809,0.1111111111111111,0
0.073974445191661,0.2142857142857142,0.037037037037037,1
0.7824478816408877,0.1904761904761904,0.037037037037037,0
0.5457296570275724,0.2857142857142857,0.1851851851851851,0
0.5601882985877606,0.3095238095238095,0.1851851851851851,0
0.6008742434431742,0.4761904761904761,0.1481481481481481,0
0.5689307330195025,0.1428571428571428,0.2962962962962963,0
0.3947545393409549,0.4047619047619047,0.1481481481481481,1
0.0329522528581035,0.3095238095238095,0.1481481481481481,1
0.5971755211835912,0.4761904761904761,0.2222222222222222,0
0.6674512441156693,0.1904761904761904,0.3333333333333333,0
0.4606590450571621,0.5476190476190477,0.1481481481481481,1
0.230329522528581,0.2619047619047619,0.0,1
0.5154673839946201,0.1666666666666666,0.3703703703703703,0
0.5605245460659046,0.2857142857142857,0.1481481481481481,0
0.4969737726967048,0.238095238095238,0.1481481481481481,0
0.4314055144586415,0.1666666666666666,0.4444444444444444,0
0.4182918628110289,0.3095238095238095,0.1481481481481481,1
0.4546065904505716,0.1904761904761904,0.074074074074074,0
0.6136516476126429,0.4285714285714285,0.2222222222222222,0
0.2824478816408877,0.1666666666666666,0.1111111111111111,1
0.4956287827841291,0.1666666666666666,0.037037037037037,0
0.50773369199731,0.119047619047619,0.1111111111111111,0
0.5810356422326833,0.1904761904761904,0.074074074074074,0
0.226630800268998,0.5714285714285714,0.1481481481481481,1
0.7128446536650975,0.238095238095238,0.1851851851851851,0
0.6223940820443847,0.2619047619047619,0.3703703703703703,0
0.2172158708809684,0.3809523809523809,0.3333333333333333,1
0.7340282447881641,0.238095238095238,0.1481481481481481,0
0.4011432414256893,0.4761904761904761,0.1481481481481481,1
0.5595158036314728,0.2619047619047619,0.2592592592592592,0
0.2636180228648285,0.3809523809523809,0.1481481481481481,1
0.1956960322797579,0.3095238095238095,0.1481481481481481,1
0.722932078009415,0.1904761904761904,0.2592592592592592,0
0.2363819771351715,0.5714285714285714,0.2222222222222222,1
0.5484196368527235,0.3095238095238095,0.1481481481481481,0
0.2905178211163416,0.2142857142857142,0.037037037037037,1
0.3459986550100874,0.1666666666666666,0.1111111111111111,1
0.6126429051782112,0.238095238095238,0.1111111111111111,0
0.1230665770006725,0.4761904761904761,0.1851851851851851,1
0.6301277740416946,0.238095238095238,0.1481481481481481,0
0.3466711499663752,0.4523809523809524,0.1851851851851851,1
0.4051782111634163,0.119047619047619,0.074074074074074,0
0.4640215198386012,0.3095238095238095,0.1851851851851851,0
0.7326832548755885,0.5,0.0,0
0.8453261600537997,0.4761904761904761,0.0,0
0.8540685944855414,0.4285714285714285,0.0,0
0.695696032279758,0.4047619047619047,0.1481481481481481,0
0.5662407531943511,0.3809523809523809,0.1481481481481481,0
0.5531271015467384,0.3095238095238095,0.2222222222222222,0
0.765635507733692,0.3571428571428571,0.2222222222222222,0
0.125084061869536,0.3809523809523809,0.0,1
0.4495628782784129,0.4523809523809524,0.2222222222222222,1
0.8628110289172831,0.4761904761904761,0.074074074074074,0
0.0726294552790854,0.2142857142857142,0.2222222222222222,1
0.5615332885003362,0.2142857142857142,0.1481481481481481,0
0.6176866173503699,0.1904761904761904,0.037037037037037,0
0.4572965702757229,0.238095238095238,0.1481481481481481,0
0.789172831203766,0.3809523809523809,0.0,0
0.1882985877605918,0.8809523809523809,0.0,1
0.636516476126429,0.119047619047619,0.2592592592592592,0
0.5706119704102219,0.1666666666666666,0.037037037037037,0
0.0578345662407532,0.5,0.1481481481481481,1
