dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,pub.rec,annual.inc,credit.policy
0.8876933422999328,0.38095238095238093,0.20966964477360459,0.013196465856844574,0.38873239436619716,0.07407407407407407,0.0,0.020476468250322583,0
0.4377942165433759,0.3333333333333333,0.11173710939056941,0.024302377009555353,0.31267605633802814,0.14814814814814814,0.0,0.016793650161148692,0
0.65635507733692,0.2619047619047619,0.24918389556854167,0.021710397745389465,0.311737089201878,0.14814814814814814,0.0,0.017039171423014036,0
0.5443846671149967,0.2619047619047619,0.3539912758643933,0.014127315552904147,0.7812206572769953,0.14814814814814814,0.0,0.028333146582730468,0
0.8917283120376598,0.23809523809523808,0.14283259837187717,0.054770990403505346,0.6150234741784038,0.14814814814814814,0.0,0.025485100676095093,0
0.6687962340282448,0.11904761904761904,0.2560563541919126,0.0411733848986351,0.4150234741784038,0.2222222222222222,0.0,0.03766295219833562,0
0.7367182246133155,0.14285714285714285,0.2732398870397853,0.03457515197021281,0.8826291079812206,0.1111111111111111,0.2,0.04380098222552963,0
0.5410221923335575,0.3333333333333333,0.21350915379443217,0.028298345041811095,0.34929577464788736,0.2222222222222222,0.0,0.021458553013592,0
0.4680564895763282,0.19047619047619047,0.1959247275268628,0.005479670448350699,0.9098591549295775,0.0,0.0,0.01789554944231399,0
0.5141223940820444,0.42857142857142855,0.1649986637216938,0.016421011489050945,0.2272300469483568,0.14814814814814814,0.0,0.047481836035690804,0
0.4646940147948891,0.2857142857142857,0.09799219214382762,0.024713802289581685,0.876056338028169,0.25925925925925924,0.0,0.02194959543556497,0
0.5611970410221924,0.40476190476190477,0.259492583503598,0.05018359853121175,0.6384976525821596,0.2222222222222222,0.0,0.029315231627177564,0
0.6597175521183591,0.47619047619047616,0.23715709297764262,0.09175298026187219,0.6497652582159624,0.14814814814814814,0.0,0.023913765108808323,0
0.2982515131136516,0.23809523809523808,0.1564080904424802,0.0359765693303025,0.9032863849765258,0.14814814814814814,0.0,0.03078835866158983,0
0.8352387357094823,0.30952380952380953,0.3454007025851797,0.3017753000833136,0.7248826291079813,0.07407407407407407,0.0,0.04797484302061665,0
0.7911903160726296,0.11904761904761904,0.2332674723366235,0.026295218209682895,0.6,0.037037037037037035,0.0,0.021564618254021624,0
0.8069939475453934,0.2619047619047619,0.1340725999165248,0.014078458800901021,0.4582159624413145,0.14814814814814814,0.0,0.00770936573282044,0
0.22494956287827844,0.14285714285714285,0.6855897909032957,0.02611264824167121,0.3286384976525822,0.037037037037037035,0.0,0.023128097100680974,0
0.47848016139878957,0.16666666666666666,0.060196056004733225,0.016230727297038765,0.5699530516431925,0.14814814814814814,0.0,0.006039821560806836,0
0.9559515803631473,0.38095238095238093,0.22335967782126379,0.09786007426226305,0.9089201877934272,0.1111111111111111,0.0,0.025386892142987737,0
0.07397444519166108,0.21428571428571427,0.027489834493483564,0.006346234944406159,0.7474178403755868,0.037037037037037035,0.0,0.01311083216217845,0
0.7824478816408877,0.19047619047619047,0.4246606724186117,0.06518004998817152,0.860093896713615,0.037037037037037035,0.0,0.03078835866158983,0
0.5457296570275724,0.2857142857142857,0.0653503999722614,0.01438188494492044,0.2384976525821596,0.18518518518518517,0.0,0.015320522935843113,0
0.5601882985877606,0.30952380952380953,0.23716186555653368,0.022402106497433735,0.676056338028169,0.18518518518518517,0.0,0.03137760969348529,0
0.6008742434431742,0.47619047619047616,0.26808315678281164,0.032749452290095966,0.555868544600939,0.14814814814814814,0.0,0.01615529511164546,0
0.5689307330195025,0.14285714285714285,0.30416595084495435,0.012067617744772328,0.27042253521126763,0.2962962962962963,0.2,0.02293168013150258,0
0.39475453934095495,0.40476190476190477,0.10314892240080129,0.016174156321035145,0.3107981220657277,0.14814814814814814,0.0,0.02096751072845705,0
0.03295225285810357,0.30952380952380953,0.57906429577979,0.02392952284953149,0.4507042253521127,0.14814814814814814,0.0,0.03520774023217788,0
0.5971755211835912,0.47619047619047616,0.2113901457188928,0.022525534081441635,0.2647887323943662,0.2222222222222222,0.0,0.025877934667992986,0
0.6674512441156693,0.19047619047619047,0.3024478361891116,0.04540849387490614,0.5511737089201878,0.3333333333333333,0.0,0.01556604418059408,0
0.4606590450571621,0.5476190476190477,0.3265014413709097,0.03773798381041523,0.5793427230046949,0.14814814814814814,0.0,0.025386892142987737,0
0.23032952252858105,0.2619047619047619,0.03613767826122526,0.013381607232856424,0.8140845070422535,0.0,0.0,0.010164577759130287,0
0.5154673839946201,0.16666666666666666,0.3573678483981051,0.05697725846764654,0.7577464788732394,0.37037037037037035,0.2,0.042573376406401305,0
0.5605245460659046,0.2857142857142857,0.24746816720214448,0.05405613897945959,0.8732394366197183,0.14814814814814814,0.0,0.020476468250322583,0
0.4969737726967048,0.23809523809523808,0.4209977474422595,0.2169111218538823,0.9004694835680752,0.14814814814814814,0.0,0.08431198041581159,0
0.43140551445864156,0.16666666666666666,0.1546303190086639,0.010689343056684118,0.907981220657277,0.4444444444444444,0.2,0.018178389720464136,0
0.4182918628110289,0.30952380952380953,0.2320075215890055,0.030100902049926458,0.3276995305164319,0.14814814814814814,0.0,0.03422565551343733,0
0.4546065904505716,0.19047619047619047,0.3780472673356369,0.5091979264165887,0.5755868544600938,0.07407407407407407,0.0,0.0794015563978803,0
0.6136516476126429,0.42857142857142855,0.3625818491436069,0.026418645793690795,0.3408450704225352,0.2222222222222222,0.2,0.02194959543556497,0
0.28244788164088774,0.16666666666666666,0.02090372831275313,0.003653970768233854,0.6732394366197183,0.1111111111111111,0.0,0.00820040814216798,0
0.49562878278412914,0.16666666666666666,0.3230652120592243,0.0027128354401736213,0.3671361502347418,0.037037037037037035,0.0,0.010655620107374069,0
0.50773369199731,0.11904761904761904,0.1426607869062929,0.011170196352714892,0.5098591549295775,0.1111111111111111,0.0,0.028225117453829614,0
0.5810356422326833,0.19047619047619047,0.2990116068774262,0.02853234316982607,0.8657276995305164,0.07407407407407407,0.2,0.027842104238361812,0
0.226630800268998,0.5714285714285714,0.22685079133203181,0.04575563395492836,0.32676056338028164,0.14814814814814814,0.0,0.04110024926675747,0
0.7128446536650975,0.23809523809523808,0.23887759392293087,0.03146374829001368,0.8572769953051643,0.18518518518518517,0.0,0.03373461318548455,0
0.6223940820443847,0.2619047619047619,0.1804593093348328,0.020365551361303396,0.7220657276995306,0.37037037037037035,0.0,0.03176651515590203,0
