dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,annual.inc,cluster
0.5753194351042368,0.4523809523809524,0.4502056965915857,0.2480714439998765,0.4516431924882629,0.037037037037037,0.0,0.0,0.0425733764064013,1
0.4051782111634163,0.9047619047619048,0.3419620869840487,0.6935755942523888,0.04037558685446,0.0,0.0,0.0,0.0573046483742311,0
0.117014122394082,0.4047619047619047,0.4278702060656303,0.0008588502720549,0.0525821596244131,0.1481481481481481,0.0,0.0,0.0573046483742311,0
0.5221923335574983,0.1666666666666666,0.4879469485315976,0.050031885459202,0.4798122065727699,0.0,0.3333333333333333,0.0,0.0253868921429877,1
0.476462676529926,0.119047619047619,0.4158410171852857,0.0137698898408812,0.4084507042253521,0.037037037037037,0.3333333333333333,0.0,0.0239137651088083,1
0.214862138533961,0.3095238095238095,0.0120864593516915,0.0014657025600938,0.2328638497652582,0.1111111111111111,0.0,0.0,0.0366808677009234,0
0.8769334229993275,0.119047619047619,0.3213470974033816,0.1476373903294487,0.780281690140845,0.037037037037037,0.0,0.0,0.0278421042383618,1
0.7135171486213854,0.4523809523809524,0.278391844717868,0.1375266140728017,0.6657276995305165,0.1481481481481481,0.0,0.0,0.0278421042383618,1
0.3342299932750504,0.4761904761904761,0.3179132543811416,0.101766043014513,0.260093896713615,0.1851851851851851,0.0,0.0,0.1054268038223429,0
0.097511768661735,0.4285714285714285,0.2646469274711261,0.0018668422081194,0.0093896713615023,0.2962962962962963,0.0,0.0,0.0504300546694506,0
0.3275050437121722,0.1428571428571428,0.2680879293617026,0.0351382903222488,0.4685446009389671,0.1111111111111111,0.0,0.0,0.0239137651088083,1
0.7394082044384667,0.2142857142857142,0.2870444610645007,0.0658589017002149,0.3953051643192488,0.1481481481481481,0.0,0.0,0.0180212561449149,1
0.6166778749159382,0.3571428571428571,0.3024478361891116,0.0262180759696779,0.6384976525821596,0.1481481481481481,0.0,0.0,0.0538919039018548,1
0.6381977135171487,0.4761904761904761,0.2906501155523249,0.0070070868004484,0.3652582159624413,0.2592592592592592,0.0,0.2,0.0253868921429877,1
0.5124411566913248,0.238095238095238,0.2131655308632636,0.0089767853285745,0.6065727699530515,0.2592592592592592,0.0,0.4,0.0347186619174531,1
0.6718224613315401,0.9047619047619048,0.4811341466862002,0.4062824640260021,0.0,0.1111111111111111,0.0,0.0,0.0455196307752364,0
0.3574310692669805,0.3809523809523809,0.21310587408529,0.0129367536488279,0.555868544600939,0.1481481481481481,0.0,0.0,0.032629767717884,1
0.1724949562878278,0.3333333333333333,0.1683800088342966,0.031173179185995,0.1971830985915492,0.1851851851851851,0.0,0.0,0.0307883586615898,0
0.3083389374579691,0.5,0.3213470974033816,0.012250187712784,0.5455399061032864,0.2962962962962963,0.0,0.0,0.0298043097056393,1
0.3584398117014122,0.3333333333333333,0.0241108756703262,0.0039111115682503,0.260093896713615,0.4444444444444444,0.0,0.0,0.0150750017252174,1
0.3214525891055817,0.3095238095238095,0.6134242024353874,0.0063513777604064,0.368075117370892,0.2222222222222222,0.0,0.2,0.0351075677996238,1
0.4761264290517821,0.4523809523809524,0.3574298914655242,0.0184164240971786,0.4206572769953051,0.2962962962962963,0.0,0.0,0.010655620107374,1
0.0689307330195023,0.3333333333333333,0.2732375007503398,0.0061739506083951,0.4422535211267606,0.3333333333333333,0.1666666666666666,0.0,0.0268580552509088,1
0.6610625420309348,0.4047619047619047,0.1014260351660675,0.0642466288841117,0.4657276995305164,0.1851851851851851,0.0,0.0,0.0302973163266893,1
0.1217215870880968,0.5,0.1753049653673046,0.0863350236055254,0.787793427230047,0.1851851851851851,0.0,0.0,0.1211401613083167,1
0.7505043712172159,0.1666666666666666,0.3797606094125886,0.1637601184904806,0.7708920187793427,0.037037037037037,0.1666666666666666,0.0,0.0683531026464211,1
0.0568258238063214,0.5714285714285714,0.3301667526367075,0.0079019367845057,0.0967136150234741,0.2962962962962963,0.1666666666666666,0.0,0.0440465034887141,0
0.691324815063887,0.2142857142857142,0.1083008800788839,0.0482113285950855,0.7793427230046949,0.1851851851851851,0.0,0.0,0.0186988946960213,1
0.5944855413584398,0.2619047619047619,0.2732375007503398,0.0708988613805375,0.7615023474178403,0.1481481481481481,0.0,0.0,0.0627061147752054,1
0.4525891055817082,0.3333333333333333,0.1392269438840529,0.0097764932166256,0.0845070422535211,0.3333333333333333,0.0,0.0,0.025384927971154,0
0.0255548083389374,0.1428571428571428,0.6117060877795447,0.002548265328163,0.1427230046948356,0.037037037037037,0.5,0.0,0.030935671539859,0
0.50773369199731,0.2142857142857142,0.21310587408529,0.0452542093948962,0.3915492957746479,0.4074074074074074,0.0,0.0,0.0253868921429877,1
0.281102891728312,0.4761904761904761,0.1529694748413492,0.0281363463378007,0.1286384976525821,0.2592592592592592,0.0,0.0,0.0376629521983356,0
0.5332885003362475,0.0714285714285714,0.0223927610144834,0.000593995248038,0.7230046948356808,0.074074074074074,0.0,0.0,0.0096735352923616,1
0.4626765299260256,0.238095238095238,0.3007297215332689,0.023032101457474,0.3784037558685446,0.2962962962962963,0.0,0.0,0.0523942241862325,1
0.0669132481506388,0.4285714285714285,0.1220457973256257,0.0162152988490377,0.3446009389671361,0.2592592592592592,0.0,0.0,0.0140929169504821,0
0.3520511096166779,0.2142857142857142,0.1392269438840529,0.0033376875842136,0.1136150234741784,0.1481481481481481,0.1666666666666666,0.0,0.0248958499714999,0
0.6449226630800269,0.3571428571428571,0.0928378481762994,0.0,0.0300469483568075,0.1851851851851851,0.0,0.0,0.0229316801315025,0
0.296906523201076,0.2857142857142857,0.0498849817802313,0.0249426576015963,0.3446009389671361,0.074074074074074,0.0,0.0,0.0352077402321778,1
0.6432414256893073,0.1428571428571428,0.0034982723447422,0.0007431369120475,0.2713615023474178,0.5555555555555556,0.0,0.0,0.0233245140735409,1
0.1624075319435104,0.119047619047619,0.1323520989712365,0.0,0.0,0.037037037037037,0.0,0.0,0.0204764682503225,0
0.0672494956287827,0.119047619047619,0.0034362293116854,0.0021908396161402,0.7276995305164319,0.1851851851851851,0.0,0.0,0.0057451961199624,1
0.2669804976462677,0.2142857142857142,0.2285140217887919,0.0136696049288748,0.4535211267605633,0.4814814814814814,0.0,0.0,0.0190033410689341,1
0.6415601882985877,0.5714285714285714,0.482847488763152,0.3467337975581909,0.3286384976525822,0.074074074074074,0.0,0.0,0.0474838001660118,1
0.6893073301950235,0.5476190476190477,0.2526248974591181,0.3078026804356993,0.1793427230046948,0.074074074074074,0.0,0.0,0.0425242721153793,0
0.6311365164761265,0.3333333333333333,0.1117371093905694,0.006891373440441,0.1107981220657277,0.1851851851851851,0.0,0.0,0.0327525282724435,1
0.5655682582380632,0.4047619047619047,0.4072528301955176,0.1813459778036061,0.4525821596244131,0.2222222222222222,0.0,0.0,0.1358694693573819,1
0.1422326832548756,0.5952380952380952,0.3694543077669778,0.0416696666426668,0.3164319248826291,0.037037037037037,0.0,0.0,0.017039171423014,0
0.222595830531271,0.7380952380952381,0.4020984862279895,0.0516955864353085,0.2779342723004695,0.0,0.0,0.0,0.0401162003754491,0
0.1613987895090786,0.4047619047619047,0.0790953172190031,0.009547637904611,0.7267605633802817,0.0,0.0,0.0,0.0082004081421679,1
